1	8	29
2	9	21
3	9	77
4	3	56
5	20	65
6	43	80
7	25	14
8	39	92
9	15	17
10	7	97
11	19	13
12	43	63
13	44	30
14	7	36
15	25	46
16	40	80
17	34	57
18	10	93
19	39	92
20	40	59
21	49	79
22	38	54
23	22	50
24	44	18
25	18	96
26	20	21
27	25	2
28	40	68
29	1	90
30	49	67
31	14	86
32	11	70
33	8	87
34	23	14
35	14	26
36	29	3
37	17	46
38	40	39
39	20	94
40	32	62
41	49	87
42	39	6
43	27	76
44	44	16
45	48	93
46	2	73
47	36	47
48	34	1
49	12	65
50	27	39
51	25	59
52	13	95
53	15	92
54	49	61
55	9	12
56	33	87
57	19	33
58	34	65
59	24	6
60	22	22
61	33	32
62	40	91
63	33	91
64	42	70
65	14	5
66	0	68
67	21	73
68	33	50
69	42	6
70	43	18
71	17	63
72	41	44
73	32	76
74	44	91
75	37	59
76	32	20
77	49	63
78	26	6
79	17	21
80	13	28
81	3	44
82	44	31
83	27	22
84	21	87
85	43	91
86	36	86
87	6	25
88	14	23
89	21	50
90	32	30
91	37	96
92	4	33
93	23	21
94	22	87
95	48	3
96	39	77
97	24	6
98	21	27
99	22	26
100	16	64
101	14	44
102	39	40
103	10	7
104	48	19
105	35	30
106	47	66
107	31	91
108	34	93
109	25	23
110	0	11
111	0	72
112	29	66
113	44	41
114	27	45
115	2	4
116	39	84
117	15	30
118	8	28
119	5	6
120	36	80
121	43	57
122	44	2
123	43	64
124	16	29
125	17	40
126	43	66
127	5	5
128	43	97
129	15	92
130	29	82
131	10	60
132	29	88
133	18	74
134	20	67
135	30	58
136	3	3
137	19	84
138	11	48
139	40	47
140	45	6
141	13	58
142	40	18
143	26	23
144	9	51
145	19	15
146	30	26
147	48	34
148	34	44
149	40	53
150	5	91
151	23	75
152	33	61
153	0	44
154	18	39
155	1	42
156	19	35
157	11	56
158	6	98
159	12	32
160	28	48
161	37	32
162	24	43
163	8	35
164	5	5
165	44	61
166	38	92
167	11	59
168	16	44
169	1	92
170	3	58
171	13	49
172	16	49
173	45	27
174	41	71
175	25	51
176	14	41
177	21	48
178	25	36
179	48	85
180	11	52
181	30	27
182	23	11
183	45	65
184	30	22
185	41	1
186	46	6
187	49	9
188	5	57
189	5	55
190	12	92
191	33	4
192	42	86
193	36	34
194	43	90
195	0	42
196	33	95
197	33	33
198	13	1
199	1	90
200	36	24
201	18	10
202	14	91
203	2	25
204	13	36
205	5	13
206	27	75
207	27	77
208	28	61
209	2	11
210	27	13
211	39	12
212	33	89
213	3	75
214	36	76
215	15	62
216	44	76
217	35	33
218	15	70
219	1	32
220	42	88
221	29	13
222	35	35
223	36	25
224	17	47
225	30	76
226	38	67
227	2	93
228	14	8
229	1	19
230	3	34
231	0	84
232	19	28
233	17	24
234	3	8
235	34	63
236	24	37
237	32	82
238	13	91
239	2	97
240	35	44
241	41	55
242	44	60
243	20	32
244	44	30
245	32	88
246	35	46
247	40	5
248	17	20
249	0	67
250	44	36
251	11	7
252	31	80
253	29	22
254	0	32
255	49	78
256	9	49
257	38	50
258	1	22
259	25	56
260	42	68
261	5	55
262	26	39
263	13	95
264	24	79
265	31	46
266	48	9
267	1	67
268	13	80
269	11	52
270	3	63
271	0	23
272	4	6
273	49	74
274	20	7
275	0	35
276	32	61
277	6	52
