1	22	58
2	15	78
3	26	46
4	31	64
5	40	59
6	43	70
7	18	99
8	49	13
9	0	100
10	0	24
11	12	12
12	27	4
13	42	26
14	39	52
15	23	22
16	18	98
17	18	61
18	26	98
19	37	2
20	36	18
21	34	24
22	28	38
23	31	71
24	48	65
25	3	94
26	30	8
27	46	94
28	26	90
29	45	90
30	46	83
31	32	23
32	17	99
33	14	12
34	8	69
35	0	62
36	4	71
37	3	90
38	18	12
39	4	35
40	5	41
41	19	36
42	16	46
43	32	96
44	13	13
45	7	50
46	8	69
47	31	10
48	26	10
49	34	67
50	20	12
51	14	79
52	19	42
53	48	1
54	45	50
55	17	6
56	4	46
57	25	57
58	14	52
59	30	87
60	23	98
61	12	86
62	12	10
63	40	96
64	26	49
65	22	30
66	41	58
67	33	71
68	28	71
69	11	69
70	37	5
71	33	11
72	32	56
73	5	3
74	18	58
75	47	21
76	14	52
77	26	27
78	28	30
79	42	13
80	10	93
81	0	93
82	6	91
83	29	86
84	49	45
85	3	40
86	49	44
87	5	91
88	31	49
89	13	47
90	35	77
91	4	46
92	27	32
93	49	38
94	44	94
95	4	32
96	23	19
97	37	3
98	39	3
99	1	89
100	1	71
101	28	7
102	37	51
103	33	79
104	33	61
105	7	9
106	33	99
107	49	12
108	33	35
109	11	28
110	42	76
111	45	79
112	14	73
113	48	67
114	27	64
115	15	17
116	4	58
117	26	7
118	20	59
119	35	6
120	41	53
121	5	88
122	39	4
123	18	36
124	6	25
125	35	97
126	24	68
127	31	44
128	25	99
129	15	70
130	33	84
131	26	21
132	43	28
133	22	35
134	11	51
135	28	89
136	29	43
137	44	49
138	28	52
139	14	29
140	8	29
141	20	28
142	9	7
143	22	53
144	20	46
145	38	70
146	37	69
147	24	3
148	14	29
149	7	28
150	9	61
151	7	81
152	14	15
153	0	64
154	28	69
155	22	91
156	36	12
157	2	36
158	3	86
159	11	62
160	18	57
161	36	70
162	37	34
163	13	84
164	10	56
165	0	85
166	42	72
167	39	50
168	45	33
169	20	76
170	5	78
171	5	13
172	42	3
173	15	84
174	27	65
175	12	100
176	5	53
177	14	86
178	39	54
179	20	33
180	23	13
181	0	14
182	27	14
183	37	79
184	1	29
185	7	34
186	9	21
187	39	92
188	10	69
189	12	7
190	0	53
191	30	77
192	1	28
193	39	87
194	43	60
195	13	83
196	39	23
197	37	84
198	3	84
199	36	55
200	7	59
201	10	61
202	41	20
203	49	13
204	27	44
205	20	84
206	14	64
207	33	48
208	36	69
209	5	17
210	3	81
211	9	33
212	7	31
213	32	46
214	48	63
215	10	11
216	40	31
217	7	84
218	49	3
219	2	99
220	22	42
221	49	55
222	34	27
223	25	21
224	40	93
225	29	38
226	38	3
227	32	15
228	17	21
229	43	38
230	20	22
231	26	31
232	4	98
233	12	93
234	28	95
235	31	93
236	34	76
237	44	58
238	14	92
239	21	97
240	49	75
241	19	24
242	30	81
243	8	57
244	4	69
245	29	96
246	19	67
247	46	99
248	38	79
249	18	69
250	0	49
251	12	72
252	20	76
253	34	27
254	37	92
255	10	68
256	15	65
257	28	46
258	44	35
259	34	37
260	23	83
261	15	56
262	11	68
263	29	80
264	27	48
265	41	14
266	13	24
267	13	75
268	35	24
269	27	15
270	34	23
271	36	98
272	49	39
273	17	56
274	44	6
275	5	59
276	48	51
277	15	72
278	1	10
279	36	81
280	34	93
281	1	10
282	1	52
283	6	68
284	37	37
285	40	95
286	16	87
287	2	1
288	20	40
289	11	21
290	39	37
291	44	74
292	28	28
293	2	56
294	23	53
295	7	27
296	43	70
297	36	76
298	20	54
299	28	45
300	16	42
301	5	28
302	16	42
303	17	80
304	24	83
305	12	99
306	22	39
307	22	33
308	28	70
309	23	100
310	10	65
311	12	14
312	26	9
313	11	16
314	20	81
315	13	45
316	4	62
317	38	68
318	17	45
319	24	1
320	1	40
321	6	34
322	18	74
323	29	68
324	8	89
325	44	78
326	36	46
327	3	10
328	30	5
329	7	51
330	31	54
331	48	47
332	14	79
333	49	47
334	15	78
335	38	61
336	12	45
337	39	68
338	12	46
339	40	67
340	14	67
341	22	10
342	4	80
343	40	76
344	36	78
345	24	13
346	5	72
347	40	39
348	12	32
349	25	17
350	14	92
351	14	71
352	33	2
353	35	65
354	43	90
355	42	90
356	29	95
357	30	88
358	47	52
359	11	99
360	39	38
361	29	5
362	10	97
363	3	16
364	30	4
365	27	75
366	43	29
367	42	100
368	19	42
369	5	74
370	32	66
371	33	9
372	29	35
373	38	98
374	26	36
375	15	64
376	12	62
377	31	7
378	5	3
379	27	93
380	8	75
381	22	46
382	41	63
383	42	76
384	7	62
385	36	5
386	36	18
387	36	56
388	18	92
389	33	21
390	49	7
391	7	29
392	14	77
393	11	3
394	10	97
395	45	80
396	39	29
397	5	25
398	37	80
399	8	71
400	10	98
401	22	97
402	43	31
403	40	84
404	10	46
405	19	18
406	7	48
407	23	7
408	3	24
409	15	2
410	2	99
411	11	51
412	37	47
413	43	14
414	5	78
415	46	8
416	31	70
417	41	95
418	34	16
419	0	61
420	25	67
421	33	22
422	7	41
423	41	44
424	45	76
425	20	37
426	36	23
427	36	5
428	25	61
429	24	54
430	46	27
431	36	10
432	48	51
433	39	9
434	28	94
435	8	48
436	11	26
437	35	93
438	33	55
439	16	1
440	0	46
441	35	5
442	27	51
443	39	92
444	30	70
445	35	29
446	35	51
447	12	39
448	26	75
449	21	18
450	12	51
451	3	94
452	5	91
453	19	92
454	45	37
455	2	67
456	41	80
457	33	11
458	38	23
459	17	93
460	7	65
461	34	49
462	5	2
463	7	67
464	25	57
465	33	47
466	16	14
467	36	34
468	20	91
469	1	20
470	2	86
471	23	36
472	37	25
473	32	37
474	12	79
475	17	94
476	17	17
477	0	82
478	29	85
479	45	43
480	21	99
481	43	35
482	49	36
483	28	90
484	15	78
485	46	24
486	30	8
487	6	58
488	29	35
489	18	30
490	25	50
491	39	99
492	4	30
493	30	3
494	46	17
495	30	86
496	15	50
497	14	30
498	16	71
499	38	92
500	16	2
501	21	56
502	11	28
503	3	26
504	5	44
505	25	6
506	22	71
507	22	12
508	25	87
509	4	55
510	19	7
511	49	38
512	47	90
513	18	42
514	27	79
515	14	67
516	16	18
517	10	86
518	21	76
519	48	52
520	28	15
521	46	25
522	37	2
523	33	44
524	29	28
525	35	18
526	15	81
527	44	29
528	0	99
529	33	3
530	32	20
531	16	100
532	4	58
533	45	99
534	21	77
535	9	54
536	21	5
537	45	48
538	33	65
539	48	43
540	49	54
541	3	71
542	47	80
543	49	43
544	23	65
545	27	58
546	13	62
547	42	82
548	37	43
549	36	37
550	40	85
551	17	9
552	35	14
553	27	86
554	2	4
555	14	93
556	12	55
557	17	84
558	10	73
559	14	5
560	1	38
561	45	92
562	30	57
563	5	96
564	40	91
565	3	85
566	17	1
567	11	47
568	49	84
569	2	65
570	10	89
571	0	38
572	5	88
573	9	21
574	49	32
575	31	52
576	38	30
577	15	45
578	23	85
579	25	25
580	1	34
581	13	21
582	45	33
583	36	47
584	40	58
585	47	89
586	2	91
587	4	12
588	15	24
589	13	63
590	19	68
591	18	62
592	8	54
593	1	76
594	25	9
595	48	96
596	7	61
597	42	9
598	12	94
599	6	44
600	45	73
601	24	83
602	8	81
603	2	12
604	35	55
605	8	65
606	33	15
607	24	84
608	25	9
609	6	99
610	1	8
611	26	42
612	19	19
613	46	93
614	15	40
615	11	76
616	46	81
617	17	30
618	18	39
619	11	4
620	30	92
621	37	59
622	29	65
623	40	98
624	40	34
625	4	73
626	41	93
627	47	46
628	49	33
629	3	39
630	3	90
631	46	6
632	29	73
633	12	22
634	48	69
635	14	27
636	22	86
637	32	84
638	38	62
639	49	47
640	40	82
641	40	22
642	27	40
643	12	53
644	38	14
645	42	80
646	25	80
647	34	46
648	12	9
649	43	71
650	47	1
651	42	1
652	30	29
653	28	18
654	35	50
655	21	14
656	35	42
657	26	42
658	18	60
659	34	75
660	29	80
661	24	1
